QUESTION,BT_LEVEL
"With reference  to the case, evaluate the similarities  and differences  between  open mindedness and mental models.",K5-EVALUATE
Evaluate the appropriateness of drugs advertising by the pharmaceutical firms.,K5-EVALUATE
Evaluate the types of power Benjamin Fang is exercising in Sun Plantations and explain how this is being eroded by the changes taking place in the environment.,K5-EVALUATE
Discuss the extent to which the existence of a conflict between a company's objectives is acceptable.,K5-EVALUATE
"Discuss the extent to which it is feasible for a company to 'operationalise' its social responsibility Spirations, that is, whether it is possible to bring these considerations into strategic decision-making in a programmed or systematic way.",K5-EVALUATE
"Identify and recommend any appropriate amendments to the proposal presented in order to rectify the errors made in estimating the company's current cost of capital and current value. For each of the revisions, explain the reasons why it should be amended.",K5-EVALUATE
"Recommend with justification, a value or range of values to the Board of Directors for the acquisition of ESL Berhad.",K5-EVALUATE
"Critically review the strengths, weaknesses,  opportunities and threats of Associated Meats Sdn Bhd in light of the forecast trends and developments.",K5-EVALUATE
"Critically appraise the five competitive forces encased within Porter's ""Five Forces"" model within the context of a profit-oriented organisation and discuss the threat posed to the firm by each of these forces.",K5-EVALUATE
"Evaluate the nature and effect of significant ""entry barriers"" on the formulation of a strategic plan for a business which is already established in the industry.",K5-EVALUATE
Assess the reason for hazard communication and the mode of communication practice for chemical safety at worksite.,K5-EVALUATE
Currently the product life cycle for Apple iPod is in the 'growth stage'. Provide evidence to support your answer.,K5-EVALUATE
Evaluate board games and justify why rules are important.,K5-EVALUATE
Is there a better solution to . . .?,K5-EVALUATE
Judge aesthetic qualities and relationship to future values.,K5-EVALUATE
Are there students who should not use the Cornell method?,K5-EVALUATE
Do you think . . . is a good or a bad thing?,K5-EVALUATE
Decide which method of solving a problem was most effective ,K5-EVALUATE
Examine the stated positions of both major political candidates with regard to a particular issue and state good reasons (based on principles discussed in class) for why one candidates position is more likely to be effective than the other's.,K5-EVALUATE
Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,K5-EVALUATE
 Estimate the epicentral coordinates of the earth-quake,K5-EVALUATE
suggest ways in which it could have responded more effectively,K5-EVALUATE
Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,K5-EVALUATE
Judge the value of . . .?,K5-EVALUATE
Decide which course of action was most effective ,K5-EVALUATE
Estimate the difficulty of the question,K5-EVALUATE
How would you decide about...?,K5-EVALUATE
Defend the following claim: The Cornell method works so well that it could turn even a poor lecture into a valuable learning experience.,K5-EVALUATE
"improved, reformed or rejected?",K5-EVALUATE
Evaluate the corrosion monitoring needs of a chemical processing plant ,K5-EVALUATE
"After designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",K5-EVALUATE
Do you agree...?,K5-EVALUATE
Select the most effective solution.,K5-EVALUATE
Place the following in order of priority...,K5-EVALUATE
What do you think is the best thing about coming to Viestal?,K5-EVALUATE
How Do You Think One Should Reason in Making Ethical Decisions in Business,K5-EVALUATE
"Given the two solutions to the stated programming problem, rate the solutions in  terms of efficiency and readability.",K5-EVALUATE
Estimate expenditure on HIV/AIDS education,K5-EVALUATE
What criteria would you use to assess...?,K5-EVALUATE
Predict what will happen next in.,K5-EVALUATE
"In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",K5-EVALUATE
"Award the contract to the best proposal. Rank the principles of ""good sportsmanship"" in order of importance to you.",K5-EVALUATE
Do you think that this statement conveys the idea that i am trying to portray,K5-EVALUATE
Listen to two classmates conversing on tape and critique their performance on the basis of the skills covered this semester.,K5-EVALUATE
Assess the importance of understanding seasonal patters.,K5-EVALUATE
"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",K5-EVALUATE
Are you a . . . person?,K5-EVALUATE
Evaluate appropriate and inappropriate actions of characters.,K5-EVALUATE
Appraise the speech's effectiveness based upon the class' criteria.,K5-EVALUATE
"Critique the other student's (or your own) speech, based on the criteria we have studied this semester.",K5-EVALUATE
What do you think is the mass and why,K5-EVALUATE
Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,K5-EVALUATE
Justify the title To Kill a Mockingbird .,K5-EVALUATE
Construct a poster that will advertise your new food product in an exciting and irresistible way.,K5-EVALUATE
"Evaluate a work of art, giving the reasons for your evaluation.",K5-EVALUATE
Estimate roughly how long the collision process takes,K5-EVALUATE
decide about the most exciting part of the book. being sure to give at least three reasons why?,K5-EVALUATE
Assess the relative effectiveness of different graphical representations of the same data or biological concept.,K5-EVALUATE
Assess the appropriateness of an author's conclusions based on the evidence given.,K5-EVALUATE
"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",K5-EVALUATE
Judge whether it would be possible to survive on an island alone and blinded. Write about it.,K5-EVALUATE
Select the best proposal for a proposed water treatment plant.,K5-EVALUATE
Design a healthy menu that you think most people would enjoy using the healthy eating guide.,K5-EVALUATE
Can you defend your position about . . .?,K5-EVALUATE
Choose and illustrate the two most important events in the story.,K5-EVALUATE
